,area_type,location,total_sqft,bath,balcony,price,BHK
2912,Super built-up  Area,Horamavu Agara,1560.0,3.0,2.0,75.0,3
2913,Super built-up  Area,Horamavu Agara,1650.0,2.0,1.0,75.0,3
2914,Super built-up  Area,Horamavu Agara,950.0,2.0,3.0,39.0,2
2915,Super built-up  Area,Horamavu Agara,1079.0,2.0,2.0,41.0,2
2916,Super built-up  Area,Horamavu Agara,1060.0,2.0,1.0,37.0,2
2917,Super built-up  Area,Horamavu Agara,1107.83,2.0,1.0,41.51,2
2918,Super built-up  Area,Horamavu Agara,1145.0,2.0,1.0,41.21,2
2919,Super built-up  Area,Horamavu Agara,1000.0,2.0,1.0,46.0,2
2920,Super built-up  Area,Horamavu Agara,1150.0,2.0,1.0,42.0,2
2921,Super built-up  Area,Horamavu Agara,1364.0,2.0,3.0,50.0,3
2922,Super built-up  Area,Horamavu Agara,625.0,1.0,1.0,27.0,1
2923,Super built-up  Area,Horamavu Agara,994.0,2.0,1.0,42.28,2
2924,Super built-up  Area,Horamavu Agara,1107.83,2.0,1.0,41.51,2
2925,Super built-up  Area,Horamavu Agara,1300.0,2.0,2.0,52.0,3
2926,Super built-up  Area,Horamavu Agara,1090.0,2.0,1.0,46.0,2
2927,Super built-up  Area,Horamavu Agara,1557.0,3.0,1.0,70.0,3
2928,Super built-up  Area,Horamavu Agara,1058.0,2.0,2.0,47.0,2
2929,Built-up  Area,Horamavu Banaswadi,3800.0,8.0,0.0,200.0,6
2930,Built-up  Area,Horamavu Banaswadi,1081.0,2.0,1.0,52.0,2
2931,Plot  Area,Horamavu Banaswadi,1600.0,5.0,3.0,140.0,5
2932,Super built-up  Area,Horamavu Banaswadi,1611.0,3.0,3.0,66.0,3
2933,Super built-up  Area,Horamavu Banaswadi,1156.0,2.0,2.0,46.0,2
2934,Super built-up  Area,Horamavu Banaswadi,1307.0,2.0,2.0,51.6,2
2935,Super built-up  Area,Horamavu Banaswadi,1357.0,2.0,2.0,54.0,2
2936,Super built-up  Area,Horamavu Banaswadi,925.0,2.0,3.0,38.0,2
2937,Super built-up  Area,Horamavu Banaswadi,1272.0,2.0,2.0,48.0,2
2938,Super built-up  Area,Horamavu Banaswadi,1225.0,2.0,2.0,49.5,2
2939,Super built-up  Area,Horamavu Banaswadi,1272.0,2.0,2.0,51.5,2
2940,Super built-up  Area,Horamavu Banaswadi,1272.0,2.0,2.0,51.5,2
2941,Super built-up  Area,Horamavu Banaswadi,1156.0,2.0,2.0,46.9,2
2942,Super built-up  Area,Horamavu Banaswadi,1200.0,2.0,1.0,45.0,2
2943,Super built-up  Area,Horamavu Banaswadi,1254.0,2.0,2.0,47.0,2
2944,Super built-up  Area,Horamavu Banaswadi,1610.0,3.0,3.0,68.0,3
2945,Super built-up  Area,Horamavu Banaswadi,1210.0,2.0,1.0,50.0,2
2946,Super built-up  Area,Horamavu Banaswadi,1357.0,2.0,2.0,54.0,2
2947,Super built-up  Area,Horamavu Banaswadi,1272.0,2.0,2.0,50.0,2
2948,Super built-up  Area,Horamavu Banaswadi,1200.0,2.0,1.0,45.0,2
2949,Super built-up  Area,Horamavu Banaswadi,1025.0,2.0,2.0,45.0,2
2950,Built-up  Area,Hormavu,1180.0,2.0,2.0,50.0,2
2951,Built-up  Area,Hormavu,1725.0,3.0,2.0,85.0,3
2952,Built-up  Area,Hormavu,1150.0,2.0,1.0,53.11,2
2953,Built-up  Area,Hormavu,1000.0,2.0,2.0,50.0,2
2954,Built-up  Area,Hormavu,1604.0,3.0,0.0,68.0,3
2955,Plot  Area,Hormavu,1200.0,3.0,0.0,70.0,2
2956,Plot  Area,Hormavu,3500.0,4.0,1.0,289.0,4
2957,Plot  Area,Hormavu,1600.0,5.0,2.0,140.0,5
2958,Plot  Area,Hormavu,1200.0,2.0,0.0,73.0,2
2959,Plot  Area,Hormavu,860.0,2.0,0.0,56.0,2
2960,Super built-up  Area,Hormavu,1500.0,2.0,1.0,78.0,2
2961,Super built-up  Area,Hormavu,1150.0,2.0,2.0,55.0,2
2962,Super built-up  Area,Hormavu,1175.0,2.0,1.0,52.0,2
2963,Super built-up  Area,Hormavu,1351.0,2.0,1.0,53.0,1
2964,Super built-up  Area,Hormavu,1141.0,2.0,1.0,44.4,2
2965,Super built-up  Area,Hormavu,1130.0,2.0,1.0,42.3,2
2966,Super built-up  Area,Hormavu,1500.0,3.0,3.0,70.0,3
2967,Super built-up  Area,Hormavu,1123.0,2.0,1.0,56.0,2
2968,Super built-up  Area,Hormavu,1385.0,2.0,2.0,69.0,3
2969,Super built-up  Area,Hormavu,1617.5,3.0,0.0,73.595,3
2970,Super built-up  Area,Hormavu,1030.0,2.0,1.0,49.35,2
2971,Super built-up  Area,Hormavu,1018.0,2.0,1.0,50.8,2
2972,Super built-up  Area,Hormavu,1555.0,3.0,2.0,75.0,3
2973,Super built-up  Area,Hormavu,1143.0,2.0,1.0,53.0,2
2974,Super built-up  Area,Hormavu,1553.0,2.0,2.0,58.23,3
2975,Super built-up  Area,Hormavu,765.0,2.0,1.0,37.49,2
2976,Super built-up  Area,Hormavu,1420.0,3.0,2.0,58.0,3
2977,Super built-up  Area,Hormavu,1081.5,2.0,0.0,38.665,2
2978,Super built-up  Area,Hormavu,1250.0,2.0,2.0,60.0,2
2979,Super built-up  Area,Hormavu,965.0,2.0,2.0,37.15,2
2980,Super built-up  Area,Hormavu,1129.0,2.0,1.0,44.0,2
2981,Super built-up  Area,Hormavu,1385.0,2.0,1.0,69.25,3
2982,Super built-up  Area,Hormavu,1065.0,2.0,1.0,50.92,2
2983,Super built-up  Area,Hormavu,1400.0,2.0,0.0,75.0,2
2984,Super built-up  Area,Hormavu,1365.0,2.0,2.0,65.0,3
2985,Super built-up  Area,Hormavu,1196.0,2.0,1.0,44.8,2
2986,Super built-up  Area,Hormavu,1263.0,2.0,1.0,47.36,2
2987,Super built-up  Area,Hormavu,1015.0,2.0,1.0,39.08,2
2988,Super built-up  Area,Hormavu,1550.0,2.0,2.0,60.0,3
2989,Super built-up  Area,Hormavu,1250.0,2.0,2.0,65.0,2
2990,Super built-up  Area,Hormavu,1075.0,2.0,1.0,53.7,2
2991,Super built-up  Area,Hormavu,980.0,2.0,2.0,42.0,2
2992,Super built-up  Area,Hormavu,1075.0,2.0,1.0,53.7,2
2993,Super built-up  Area,Hormavu,1206.0,2.0,1.0,55.0,2
2994,Super built-up  Area,Hormavu,1310.0,2.0,2.0,67.0,2
2995,Super built-up  Area,Hormavu,1310.0,2.0,3.0,60.0,2
2996,Super built-up  Area,Hormavu,1020.0,2.0,2.0,45.75,2
2997,Built-up  Area,Hosa Road,972.0,2.0,2.0,40.0,2
2998,Built-up  Area,Hosa Road,2500.0,3.0,2.0,100.0,3
2999,Plot  Area,Hosa Road,1300.0,6.0,0.0,145.0,6
3000,Plot  Area,Hosa Road,675.0,3.0,2.0,72.5,3
3001,Plot  Area,Hosa Road,675.0,3.0,1.0,70.0,3
3002,Super built-up  Area,Hosa Road,1652.0,3.0,2.0,85.0,3
3003,Super built-up  Area,Hosa Road,1639.0,3.0,1.0,80.0,3
3004,Super built-up  Area,Hosa Road,1161.0,2.0,1.0,55.15,2
3005,Super built-up  Area,Hosa Road,1726.0,3.0,2.0,81.99,3
3006,Super built-up  Area,Hosa Road,1161.0,2.0,1.0,55.15,2
3007,Super built-up  Area,Hosa Road,1365.0,2.0,1.0,92.0,2
3008,Super built-up  Area,Hosa Road,1243.0,2.0,2.0,48.5,2
3009,Super built-up  Area,Hosa Road,1541.0,3.0,1.0,69.84,3
3010,Super built-up  Area,Hosa Road,1332.0,2.0,1.0,86.12,3
3011,Super built-up  Area,Hosa Road,615.0,1.0,1.0,28.29,1
3012,Super built-up  Area,Hosa Road,1318.0,2.0,1.0,85.28,3
3013,Super built-up  Area,Hosa Road,1133.0,2.0,1.0,52.0,2
3014,Super built-up  Area,Hosa Road,1016.0,2.0,2.0,40.0,2
3015,Super built-up  Area,Hosa Road,1161.0,2.0,1.0,55.15,2
3016,Super built-up  Area,Hosa Road,1532.0,3.0,2.0,98.13,3
3017,Super built-up  Area,Hosa Road,1680.0,3.0,1.0,101.0,3
3018,Super built-up  Area,Hosa Road,1533.0,3.0,1.0,98.18,3
3019,Super built-up  Area,Hosa Road,1040.0,2.0,1.0,68.59,2
3020,Super built-up  Area,Hosa Road,1040.0,2.0,1.0,61.0,2
3021,Super built-up  Area,Hosa Road,1245.0,2.0,1.0,62.0,2
3022,Super built-up  Area,Hosa Road,1311.0,2.0,1.0,84.86,3
3023,Super built-up  Area,Hosa Road,800.0,1.0,0.0,39.99,1
3024,Super built-up  Area,Hosa Road,1726.0,3.0,2.0,81.99,3
3025,Super built-up  Area,Hosa Road,1364.0,2.0,1.0,64.79,2
3026,Super built-up  Area,Hosa Road,1016.0,2.0,1.0,45.0,2
3027,Super built-up  Area,Hosa Road,1730.0,3.0,2.0,72.6,3
3028,Super built-up  Area,Hosa Road,1360.0,2.0,1.0,77.61,2
3029,Super built-up  Area,Hosa Road,1170.0,2.0,2.0,65.0,2
3030,Super built-up  Area,Hosa Road,1161.0,2.0,1.0,55.15,2
3031,Super built-up  Area,Hosa Road,1470.0,2.0,2.0,84.22,3
3032,Super built-up  Area,Hosa Road,1708.0,3.0,0.0,64.05,4
3033,Super built-up  Area,Hosa Road,1161.0,2.0,1.0,48.75,2
3034,Super built-up  Area,Hosa Road,1541.0,3.0,1.0,69.61,3
3035,Super built-up  Area,Hosa Road,1016.0,2.0,1.0,39.95,2
3036,Built-up  Area,Hosakerehalli,1500.0,3.0,2.0,70.0,4
3037,Built-up  Area,Hosakerehalli,3600.0,6.0,1.0,145.0,8
3038,Built-up  Area,Hosakerehalli,925.0,2.0,1.0,46.5,2
3039,Built-up  Area,Hosakerehalli,925.0,2.0,1.0,46.25,2
3040,Plot  Area,Hosakerehalli,2400.0,5.0,2.0,250.0,5
3041,Plot  Area,Hosakerehalli,1380.0,9.0,0.0,150.0,9
3042,Plot  Area,Hosakerehalli,600.0,2.0,0.0,65.0,2
3043,Plot  Area,Hosakerehalli,1500.0,6.0,2.0,145.0,5
3044,Super built-up  Area,Hosakerehalli,2378.0,3.0,1.0,262.0,3
3045,Super built-up  Area,Hosakerehalli,2376.0,3.0,1.0,203.0,3
3046,Super built-up  Area,Hosakerehalli,3024.0,5.0,1.0,248.0,4
3047,Super built-up  Area,Hosakerehalli,3024.0,5.0,1.0,350.0,4
3048,Super built-up  Area,Hosakerehalli,1817.0,4.0,2.0,153.0,3
3049,Super built-up  Area,Hosakerehalli,1304.0,2.0,3.0,100.0,2
3050,Super built-up  Area,Hosakerehalli,2480.0,3.0,2.0,245.0,3
3051,Super built-up  Area,Hosakerehalli,2480.0,4.0,1.0,260.0,3
3052,Super built-up  Area,Hosakerehalli,1596.0,3.0,3.0,79.8,3
3053,Super built-up  Area,Hosakerehalli,3205.0,4.0,2.0,300.0,4
3054,Super built-up  Area,Hosakerehalli,3033.0,4.0,1.0,326.0,4
3055,Super built-up  Area,Hosakerehalli,2480.0,4.0,1.0,265.0,3
3056,Super built-up  Area,Hosakerehalli,2376.0,3.0,1.0,240.0,3
3057,Plot  Area,Hoskote,1200.0,4.0,1.0,120.0,4
3058,Plot  Area,Hoskote,1800.0,10.0,3.0,185.0,9
3059,Plot  Area,Hoskote,1200.0,4.0,3.0,140.0,4
3060,Plot  Area,Hoskote,1200.0,4.0,2.0,100.0,4
3061,Super built-up  Area,Hoskote,1250.0,3.0,2.0,50.0,3
3062,Super built-up  Area,Hoskote,1225.0,3.0,1.0,40.0,3
3063,Super built-up  Area,Hoskote,1740.0,3.0,3.0,60.0,3
3064,Super built-up  Area,Hoskote,1170.0,2.0,3.0,45.0,2
3065,Super built-up  Area,Hoskote,1069.0,2.0,2.0,38.0,3
3066,Super built-up  Area,Hoskote,1095.0,2.0,2.0,33.6,2
3067,Super built-up  Area,Hoskote,1695.0,3.0,3.0,50.0,3
3068,Super built-up  Area,Hoskote,945.0,2.0,1.0,35.0,2
3069,Super built-up  Area,Hoskote,1003.5,2.0,0.0,28.095,2
3070,Built-up  Area,Hosur Road,1656.0,2.0,1.0,120.0,2
3071,Built-up  Area,Hosur Road,1194.0,2.0,0.0,69.0,2
3072,Built-up  Area,Hosur Road,3300.0,5.0,2.0,240.0,5
3073,Built-up  Area,Hosur Road,3600.0,5.0,3.0,180.0,5
3074,Plot  Area,Hosur Road,2000.0,4.0,1.0,69.0,4
3075,Plot  Area,Hosur Road,3000.0,4.0,2.0,160.0,4
3076,Super built-up  Area,Hosur Road,1145.0,2.0,2.0,60.0,3
3077,Super built-up  Area,Hosur Road,1510.0,2.0,1.0,105.0,3
3078,Super built-up  Area,Hosur Road,1427.0,2.0,1.0,80.63,3
3079,Super built-up  Area,Hosur Road,1508.0,2.0,1.0,110.0,3
3080,Super built-up  Area,Hosur Road,460.0,1.0,1.0,21.0,1
3081,Super built-up  Area,Hosur Road,1733.0,2.0,3.0,85.0,3
3082,Super built-up  Area,Hosur Road,1179.0,2.0,1.0,49.0,2
3083,Super built-up  Area,Hosur Road,950.0,2.0,1.0,60.0,2
3084,Super built-up  Area,Hosur Road,1194.0,2.0,1.0,71.64,2
3085,Super built-up  Area,Hosur Road,1766.0,3.0,1.0,130.0,3
3086,Super built-up  Area,Hosur Road,1689.0,3.0,1.0,103.0,3
3087,Super built-up  Area,Hosur Road,1170.0,2.0,1.0,48.0,2
3088,Super built-up  Area,Hosur Road,1250.0,2.0,1.0,55.0,2
3089,Super built-up  Area,Hosur Road,1689.0,3.0,2.0,103.0,3
3090,Super built-up  Area,Hosur Road,1250.0,2.0,2.0,65.0,2
3091,Super built-up  Area,Hosur Road,1689.0,3.0,2.0,103.0,3
3092,Super built-up  Area,Hosur Road,1250.0,2.0,2.0,50.0,3
3093,Super built-up  Area,Hosur Road,1685.0,3.0,1.0,90.0,3
3094,Super built-up  Area,Hosur Road,1223.0,2.0,1.0,93.0,2
3095,Super built-up  Area,Hosur Road,1919.0,3.0,2.0,117.0,3
3096,Built-up  Area,Hulimavu,1823.0,3.0,2.0,100.0,3
3097,Built-up  Area,Hulimavu,1200.0,4.0,0.0,75.0,4
3098,Built-up  Area,Hulimavu,1175.0,2.0,2.0,45.0,2
3099,Built-up  Area,Hulimavu,1450.0,3.0,3.0,72.0,3
3100,Built-up  Area,Hulimavu,1000.0,2.0,1.0,45.0,2
3101,Built-up  Area,Hulimavu,2000.0,4.0,0.0,100.0,4
3102,Built-up  Area,Hulimavu,1320.0,2.0,2.0,65.0,3
3103,Built-up  Area,Hulimavu,450.0,1.0,1.0,20.0,1
3104,Plot  Area,Hulimavu,1200.0,5.0,0.0,101.0,5
3105,Plot  Area,Hulimavu,1200.0,2.0,0.0,75.0,2
3106,Plot  Area,Hulimavu,1500.0,2.0,0.0,90.0,2
3107,Plot  Area,Hulimavu,1200.0,4.0,1.0,75.0,4
3108,Super built-up  Area,Hulimavu,1125.0,2.0,2.0,50.0,2
3109,Super built-up  Area,Hulimavu,1242.0,2.0,3.0,51.0,2
3110,Super built-up  Area,Hulimavu,1650.0,3.0,2.0,78.0,3
3111,Super built-up  Area,Hulimavu,1100.0,2.0,2.0,71.5,2
3112,Super built-up  Area,Hulimavu,1255.0,2.0,2.0,73.0,2
3113,Super built-up  Area,Hulimavu,1058.0,2.0,1.0,48.0,2
3114,Super built-up  Area,Hulimavu,1375.0,2.0,2.0,80.0,2
3115,Super built-up  Area,Hulimavu,1248.0,2.0,1.0,69.0,2
3116,Super built-up  Area,Hulimavu,1225.0,2.0,2.0,55.0,2
3117,Super built-up  Area,Hulimavu,1255.0,2.0,2.0,74.0,2
3118,Super built-up  Area,Hulimavu,1255.0,2.0,2.0,69.0,2
3119,Super built-up  Area,Hulimavu,1255.0,2.0,3.0,66.0,2
3120,Super built-up  Area,Hulimavu,1127.0,2.0,1.0,65.0,2
3121,Super built-up  Area,Hulimavu,1200.0,2.0,1.0,50.0,2
3122,Super built-up  Area,Hulimavu,1430.0,2.0,2.0,90.0,3
3123,Super built-up  Area,Hulimavu,850.0,1.0,1.0,39.5,2
3124,Super built-up  Area,Hulimavu,1320.0,2.0,2.0,59.0,3
3125,Super built-up  Area,Hulimavu,1276.0,2.0,2.0,76.0,2
3126,Super built-up  Area,Hulimavu,1315.0,2.0,0.0,60.48,2
3127,Super built-up  Area,Hulimavu,581.0,1.0,1.0,29.0,1
3128,Super built-up  Area,Hulimavu,935.0,2.0,3.0,45.0,2
3129,Super built-up  Area,Hulimavu,1260.0,2.0,1.0,82.0,3
3130,Super built-up  Area,Hulimavu,1231.0,2.0,1.0,84.5,2
3131,Built-up  Area,ISRO Layout,4400.0,6.0,3.0,250.0,6
3132,Built-up  Area,ISRO Layout,4200.0,4.0,2.0,255.0,4
3133,Built-up  Area,ISRO Layout,1050.0,2.0,1.0,51.0,2
3134,Built-up  Area,ISRO Layout,1200.0,2.0,3.0,43.0,2
3135,Super built-up  Area,ISRO Layout,1000.0,2.0,1.0,60.0,2
3136,Super built-up  Area,ISRO Layout,1000.0,2.0,1.0,60.0,2
3137,Super built-up  Area,ISRO Layout,1310.0,2.0,3.0,68.0,3
3138,Plot  Area,ITPL,1200.0,3.0,1.0,56.12,3
3139,Plot  Area,ITPL,1200.0,3.0,1.0,56.12,3
3140,Plot  Area,ITPL,1200.0,3.0,1.0,56.12,3
3141,Super built-up  Area,ITPL,1548.0,3.0,2.0,89.5,3
3142,Super built-up  Area,ITPL,5667.5,5.0,0.0,300.0,4
3143,Super built-up  Area,Iblur Village,3235.0,3.0,1.0,235.0,3
3144,Super built-up  Area,Iblur Village,3596.0,5.0,1.0,290.0,4
3145,Super built-up  Area,Iblur Village,1920.0,3.0,2.0,130.0,3
3146,Super built-up  Area,Iblur Village,1995.0,3.0,2.0,135.0,3
3147,Super built-up  Area,Iblur Village,3596.0,5.0,1.0,282.0,4
3148,Super built-up  Area,Iblur Village,1918.0,3.0,2.0,129.0,3
3149,Super built-up  Area,Iblur Village,3596.0,5.0,0.0,252.0,4
3150,Super built-up  Area,Iblur Village,2100.0,4.0,2.0,145.0,3
3151,Super built-up  Area,Iblur Village,1920.0,3.0,2.0,150.0,3
3152,Super built-up  Area,Iblur Village,1920.0,3.0,2.0,130.0,3
3153,Super built-up  Area,Iblur Village,1920.0,3.0,2.0,150.0,3
3154,Super built-up  Area,Iblur Village,2000.0,4.0,2.0,138.0,3
3155,Super built-up  Area,Iblur Village,3596.0,5.0,1.0,260.0,4
3156,Super built-up  Area,Iblur Village,3596.0,5.0,1.0,279.0,4
3157,Super built-up  Area,Iblur Village,2666.0,4.0,1.0,200.0,3
3158,Super built-up  Area,Iblur Village,5384.0,5.0,3.0,420.0,5
3159,Super built-up  Area,Iblur Village,5515.0,6.0,2.0,425.0,5
3160,Super built-up  Area,Iblur Village,1920.0,3.0,2.0,130.0,3
3161,Super built-up  Area,Iblur Village,3596.0,4.0,2.0,268.0,4
3162,Super built-up  Area,Iblur Village,3596.0,5.0,1.0,251.0,4
3163,Built-up  Area,Indira Nagar,2200.0,4.0,2.0,200.0,4
3164,Built-up  Area,Indira Nagar,1210.0,2.0,1.0,102.0,2
3165,Built-up  Area,Indira Nagar,1224.0,2.0,2.0,105.0,2
3166,Built-up  Area,Indira Nagar,1407.0,3.0,1.0,120.0,3
3167,Built-up  Area,Indira Nagar,1740.0,3.0,2.0,191.0,3
3168,Built-up  Area,Indira Nagar,3200.0,3.0,2.0,250.0,4
3169,Built-up  Area,Indira Nagar,850.0,1.0,2.0,60.0,1
3170,Built-up  Area,Indira Nagar,1500.0,3.0,3.0,120.0,3
3171,Plot  Area,Indira Nagar,2480.0,4.0,1.0,750.0,6
3172,Plot  Area,Indira Nagar,2400.0,4.0,2.0,525.0,4
3173,Plot  Area,Indira Nagar,1000.0,5.0,2.0,180.0,5
3174,Plot  Area,Indira Nagar,3250.0,8.0,1.0,600.0,8
3175,Plot  Area,Indira Nagar,1440.0,3.0,1.0,275.0,3
3176,Plot  Area,Indira Nagar,2400.0,4.0,2.0,405.0,4
3177,Plot  Area,Indira Nagar,1800.0,5.0,2.0,350.0,5
3178,Plot  Area,Indira Nagar,2400.0,5.0,2.0,700.0,5
3179,Plot  Area,Indira Nagar,2400.0,4.0,1.0,700.0,4
3180,Plot  Area,Indira Nagar,2400.0,6.0,2.0,475.0,6
3181,Super built-up  Area,Indira Nagar,1128.0,2.0,2.0,105.0,2
3182,Super built-up  Area,Indira Nagar,2800.0,3.0,1.0,330.0,3
3183,Super built-up  Area,Indira Nagar,1650.0,3.0,2.0,200.0,3
3184,Super built-up  Area,Indira Nagar,2070.0,3.0,2.0,225.0,3
3185,Super built-up  Area,Indira Nagar,1400.0,2.0,2.0,168.0,2
3186,Super built-up  Area,Indira Nagar,1470.0,2.0,2.0,170.0,2
3187,Super built-up  Area,Indira Nagar,2700.0,3.0,2.0,324.0,3
3188,Super built-up  Area,Indira Nagar,2601.0,4.0,2.0,312.0,3
3189,Super built-up  Area,Indira Nagar,1700.0,3.0,2.0,150.0,3
3190,Super built-up  Area,Indira Nagar,1475.0,2.0,2.0,171.0,2
3191,Super built-up  Area,Indira Nagar,1650.0,3.0,2.0,200.0,3
3192,Super built-up  Area,Indira Nagar,1260.0,2.0,3.0,120.0,2
3193,Super built-up  Area,Indira Nagar,1149.0,2.0,1.0,130.0,2
3194,Super built-up  Area,Indira Nagar,1650.0,3.0,1.0,150.0,3
3195,Built-up  Area,JP Nagar,2500.0,3.0,2.0,135.0,3
3196,Built-up  Area,JP Nagar,1078.0,2.0,2.0,45.0,2
3197,Built-up  Area,JP Nagar,1315.0,2.0,1.0,85.4,3
3198,Built-up  Area,JP Nagar,3000.0,4.0,2.0,140.0,4
3199,Built-up  Area,JP Nagar,3300.0,4.0,3.0,160.0,3
3200,Built-up  Area,JP Nagar,1150.0,2.0,2.0,49.9,3
3201,Built-up  Area,JP Nagar,2700.0,4.0,1.0,160.0,7
3202,Built-up  Area,JP Nagar,820.0,2.0,1.0,45.0,2
3203,Built-up  Area,JP Nagar,3000.0,3.0,2.0,150.0,4
3204,Built-up  Area,JP Nagar,1800.0,6.0,0.0,68.0,6
3205,Built-up  Area,JP Nagar,1500.0,2.0,0.0,87.0,4
3206,Built-up  Area,JP Nagar,1590.0,2.0,3.0,85.0,3
3207,Built-up  Area,JP Nagar,1048.0,2.0,1.0,44.0,2
3208,Plot  Area,JP Nagar,2550.0,9.0,0.0,360.0,9
3209,Plot  Area,JP Nagar,600.0,5.0,2.0,110.0,4
3210,Super built-up  Area,JP Nagar,1850.0,3.0,3.0,150.0,3
3211,Super built-up  Area,JP Nagar,5520.0,2.0,2.0,375.0,5
3212,Super built-up  Area,JP Nagar,1100.0,2.0,2.0,70.0,2
3213,Super built-up  Area,JP Nagar,940.0,2.0,1.0,49.0,2
3214,Super built-up  Area,JP Nagar,4624.5,4.0,0.0,314.5,4
3215,Super built-up  Area,JP Nagar,1050.0,1.0,1.0,44.0,1
3216,Super built-up  Area,JP Nagar,1352.5,2.0,0.0,93.865,2
3217,Super built-up  Area,JP Nagar,1200.0,2.0,2.0,62.0,2
3218,Super built-up  Area,JP Nagar,1300.0,2.0,1.0,90.87,2
3219,Super built-up  Area,JP Nagar,1690.0,3.0,2.0,112.0,3
3220,Super built-up  Area,JP Nagar,3000.0,4.0,2.0,140.0,4
3221,Super built-up  Area,JP Nagar,1300.0,2.0,1.0,109.0,2
3222,Super built-up  Area,JP Nagar,750.0,1.0,1.0,52.5,1
3223,Super built-up  Area,JP Nagar,1200.0,2.0,3.0,78.0,2
3224,Super built-up  Area,JP Nagar,1850.0,2.0,2.0,110.0,3
3225,Super built-up  Area,JP Nagar,1100.0,2.0,1.0,45.0,2
3226,Super built-up  Area,JP Nagar,1197.0,2.0,1.0,47.88,2
3227,Super built-up  Area,JP Nagar,1500.0,2.0,3.0,82.0,3
3228,Super built-up  Area,JP Nagar,1750.0,3.0,1.0,123.0,3
3229,Super built-up  Area,JP Nagar,2195.0,2.0,2.0,152.0,3
3230,Super built-up  Area,JP Nagar,3496.5,2.0,2.0,237.5,3
3231,Super built-up  Area,JP Nagar,1600.0,3.0,2.0,83.0,3
3232,Super built-up  Area,JP Nagar,2050.0,3.0,3.0,82.0,3
3233,Super built-up  Area,JP Nagar,745.0,1.0,0.0,34.27,1
3234,Super built-up  Area,JP Nagar,1150.0,2.0,2.0,90.0,2
3235,Super built-up  Area,JP Nagar,1960.0,3.0,1.0,138.0,3
3236,Super built-up  Area,JP Nagar,1250.0,2.0,2.0,60.0,2
3237,Super built-up  Area,JP Nagar,1300.0,2.0,1.0,91.65,2
3238,Super built-up  Area,JP Nagar,1107.0,2.0,1.0,57.0,2
3239,Super built-up  Area,JP Nagar,1250.0,2.0,2.0,93.0,2
3240,Super built-up  Area,JP Nagar,1500.0,2.0,1.0,108.0,3
3241,Super built-up  Area,JP Nagar,1405.0,2.0,1.0,99.0,2
3242,Super built-up  Area,JP Nagar,1157.0,2.0,1.0,73.0,2
3243,Super built-up  Area,JP Nagar,1500.0,2.0,3.0,82.0,3
3244,Built-up  Area,Jakkur,1785.0,3.0,2.0,130.0,3
3245,Built-up  Area,Jakkur,1300.0,2.0,2.0,80.0,2
3246,Super built-up  Area,Jakkur,1417.0,2.0,3.0,75.0,2
3247,Super built-up  Area,Jakkur,1279.0,2.0,1.0,77.0,2
3248,Super built-up  Area,Jakkur,1710.0,3.0,2.0,107.0,3
3249,Super built-up  Area,Jakkur,1396.0,2.0,1.0,86.51,3
3250,Super built-up  Area,Jakkur,3467.86,6.0,3.0,249.0,4
3251,Super built-up  Area,Jakkur,1865.0,3.0,1.0,124.0,3
3252,Super built-up  Area,Jakkur,3181.0,2.0,2.0,260.5,4
3253,Super built-up  Area,Jakkur,1760.0,3.0,2.0,139.0,3
3254,Super built-up  Area,Jakkur,1290.0,2.0,1.0,100.0,2
3255,Super built-up  Area,Jakkur,1452.19,2.0,1.0,100.0,2
3256,Super built-up  Area,Jakkur,1798.0,3.0,1.0,120.0,3
3257,Super built-up  Area,Jakkur,1300.0,2.0,1.0,85.0,2
3258,Super built-up  Area,Jakkur,3181.0,4.0,0.0,260.5,4
3259,Super built-up  Area,Jakkur,1950.0,3.0,2.0,131.0,3
3260,Super built-up  Area,Jakkur,1858.0,3.0,1.0,98.3,3
3261,Super built-up  Area,Jakkur,1230.0,2.0,1.0,76.0,2
3262,Super built-up  Area,Jakkur,1374.0,3.0,2.0,68.0,3
3263,Super built-up  Area,Jakkur,1290.0,2.0,1.0,80.0,2
3264,Super built-up  Area,Jakkur,1760.0,3.0,2.0,110.0,3
3265,Super built-up  Area,Jakkur,2283.0,4.0,2.0,130.0,4
3266,Super built-up  Area,Jakkur,1483.0,2.0,1.0,98.0,2
3267,Super built-up  Area,Jakkur,1482.0,3.0,2.0,86.0,3
3268,Super built-up  Area,Jakkur,1645.0,3.0,1.0,100.0,3
3269,Super built-up  Area,Jakkur,1650.0,3.0,2.0,111.0,3
3270,Super built-up  Area,Jakkur,1622.0,2.0,0.0,80.0,3
3271,Super built-up  Area,Jakkur,2423.0,4.0,3.0,160.0,3
3272,Super built-up  Area,Jakkur,2197.0,3.0,2.0,136.0,3
3273,Super built-up  Area,Jakkur,1125.0,2.0,2.0,65.0,2
3274,Super built-up  Area,Jakkur,1230.0,2.0,1.0,79.0,2
3275,Super built-up  Area,Jakkur,1202.0,2.0,1.0,79.0,2
3276,Super built-up  Area,Jakkur,1858.0,3.0,1.0,123.0,3
3277,Super built-up  Area,Jakkur,3181.0,2.0,2.0,229.0,4
3278,Super built-up  Area,Jakkur,1745.0,2.0,2.0,98.485,3
3279,Super built-up  Area,Jakkur,1798.0,3.0,1.0,110.0,3
